id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7380,0N4,small_airport,Chandelle Estates Airport,39.20230103,-75.48549652,22,NA,US,US-DE,Dover,no,0N4,,0N4,,,
7381,0N5,heliport,Deldot Helistop,39.14960098,-75.50489807,30,NA,US,US-DE,Dover,no,0N5,,0N5,,,
7382,0N6,small_airport,Henderson Aviation Airport,39.01259995,-75.53350067,50,NA,US,US-DE,Felton,no,0N6,,0N6,,,
7383,0NA1,small_airport,Goerger Airport,46.24549866,-97.03759766,1045,NA,US,US-ND,Barney,no,0NA1,,0NA1,,,
7384,0NA5,small_airport,Sorlie Airport,48.00109863,-99.56289673,1580,NA,US,US-ND,Maddock,no,0NA5,,0NA5,,,
7385,0NA9,small_airport,Boyd's Turf Airport,46.75,-103.8010025,2750,NA,US,US-ND,Golva,no,0NA9,,0NA9,,,
7386,0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,106,NA,US,US-NC,Goldsboro,no,0NC0,,0NC0,,,
7387,0NC1,small_airport,Bearwallow Farm Airport,35.45709991,-82.37539673,3608,NA,US,US-NC,Hendersonville,no,0NC1,,0NC1,,,
7388,0NC2,heliport,Moore Regional Hospital Heliport,35.20489883,-79.45670319,460,NA,US,US-NC,Pinehurst,no,0NC2,,0NC2,,,
7389,0NC3,heliport,Washington County Hospital Heliport,35.87519836,-76.6996994,19,NA,US,US-NC,Plymouth,no,0NC3,,0NC3,,,
7390,0NC4,heliport,Wake Medical Center Heliport,35.78680038,-78.58580017,245,NA,US,US-NC,Raleigh,no,0NC4,,0NC4,,,
7391,0NC5,heliport,Nash General Hospital Heliport,35.91889954,-77.78919983,156,NA,US,US-NC,Rocky Mount,no,0NC5,,0NC5,,,
7392,0NC6,heliport,Our Community Hospital Heliport,36.13130188,-77.41889954,113,NA,US,US-NC,Scotland Neck,no,0NC6,,0NC6,,,
7393,0NC7,small_airport,Lindsay Airport,36.35720062,-79.99749756,700,NA,US,US-NC,Madison,no,0NC7,,0NC7,,,
7394,0NC8,small_airport,Double Creek Ranch Airport,35.75569916,-80.73529816,830,NA,US,US-NC,Cleveland,no,0NC8,,0NC8,,,
7395,0NC9,heliport,Maria Parham Hospital Heliport,36.33069992,-78.4496994,465,NA,US,US-NC,Henderson,no,0NC9,,0NC9,,,
7396,0ND0,small_airport,Gilbertson Field,47.92919922,-99.40039825,1550,NA,US,US-ND,Flora,no,0ND0,,0ND0,,,
7397,0ND6,small_airport,Schumacher Strip,46.05500031,-99.917099,2020,NA,US,US-ND,Hague,no,0ND6,,0ND6,,,
7398,0ND7,small_airport,Saville Private Airport,46.46530151,-100.1050034,1961,NA,US,US-ND,Hazelton,no,0ND7,,0ND7,,,
7399,0NE0,small_airport,Merrihew Airport,41.84999847,-101.9499969,3815,NA,US,US-NE,Ashby,no,0NE0,,0NE0,,,
7400,0NE1,small_airport,Runner Landing Area Airport,42.40719986,-101.9319992,3760,NA,US,US-NE,Ashby,no,0NE1,,0NE1,,,
7401,0NE2,small_airport,Merry Airport,41.86660004,-101.9169998,3791,NA,US,US-NE,Ashby,no,0NE2,,0NE2,,,
7402,0NE3,heliport,Syracuse Hospital Heliport,40.66719818,-96.18640137,1120,NA,US,US-NE,Syracuse,no,0NE3,,0NE3,,,
7403,0NE4,heliport,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,1950,NA,US,US-NE,Franklin,no,0NE4,,0NE4,,,
7404,0NE5,small_airport,Newman Airport,41.02109909,-102.0179977,3525,NA,US,US-NE,Big Springs,no,0NE5,,0NE5,,,
7405,0NE6,small_airport,Frager Field,40.43330002,-98.07060242,1765,NA,US,US-NE,Fairfield,no,0NE6,,0NE6,,,
7406,0NJ0,heliport,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,82,NA,US,US-NJ,Atlantic City,no,0NJ0,,0NJ0,,,
7407,0NJ1,heliport,Berkeley Township Police Heliport,39.90729904,-74.23490143,54,NA,US,US-NJ,Bayville,no,0NJ1,,0NJ1,,,
7408,0NJ2,heliport,Ballymere Heliport,40.75289917,-74.43990326,280,NA,US,US-NJ,Morristown,no,0NJ2,,0NJ2,,,
7409,0NJ3,heliport,Mount Holly Heliport,39.96680069,-74.79959869,45,NA,US,US-NJ,Mount Holly,no,0NJ3,,0NJ3,,,
7410,0NJ4,heliport,Weichert Headquarters Heliport,40.94070053,-74.46150208,103,NA,US,US-NJ,Morris Plains,no,0NJ4,,0NJ4,,,
7411,0NJ5,small_airport,Fla-Net Airport,40.88589859,-74.70570374,1040,NA,US,US-NJ,Netcong,no,0NJ5,,0NJ5,,,
7412,0NJ6,small_airport,Dix Field,39.31679916,-74.63289642,8,NA,US,US-NJ,Linwood,no,0NJ6,,0NJ6,,,
7413,0NJ7,heliport,Essex Generating Station Heliport,40.7378006,-74.11889648,8,NA,US,US-NJ,Newark,no,0NJ7,,0NJ7,,,
7414,0NJ8,heliport,Port Newark Helistop,40.70230103,-74.15070343,10,NA,US,US-NJ,Newark,no,0NJ8,,0NJ8,,,
7415,0NJ9,heliport,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,70,NA,US,US-NJ,New Brunswick,no,0NJ9,,0NJ9,,,
7416,0NK0,small_airport,Berdick Field,42.33399963,-78.79090118,1690,NA,US,US-NY,Cattaraugus,no,0NK0,,0NK0,,,
7417,0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019958,450,NA,US,US-NY,Central Square,no,0NK1,,0NK1,,,
7418,0NK2,small_airport,Westwind Farm Airport,42.98339844,-74.0161972,800,NA,US,US-NY,Charlton,no,0NK2,,0NK2,,,
7419,0NK3,small_airport,Seven Gullies Airport,42.69589996,-77.79219818,600,NA,US,US-NY,Groveland,no,0NK3,,0NK3,,,
7420,0NK4,heliport,Medical Center Heliport,40.72589874,-73.55370331,80,NA,US,US-NY,Hempstead,no,0NK4,,0NK4,,,
7421,0NK5,heliport,Mid-Hudson Helicopter Service Heliport,41.60620117,-73.82759857,270,NA,US,US-NY,Hopewell Junction,no,0NK5,,0NK5,,,
7422,0NK6,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280,NA,US,US-NY,Marathon,no,0NK6,,0NK6,,,
7423,0NK7,heliport,Ibm King St Heliport,41.10250092,-73.72609711,470,NA,US,US-NY,Armonk,no,0NK7,,0NK7,,,
7424,0NK8,small_airport,Rocky Reef Farm Airport,41.92089844,-73.67040253,450,NA,US,US-NY,Attlebury,no,0NK8,,0NK8,,,
7425,0NK9,small_airport,Lakeview Airport,43.01029968,-75.82689667,1050,NA,US,US-NY,Chittenango,no,0NK9,,0NK9,,,
7426,0NM0,small_airport,Columbus Municipal Airport,31.82369995,-107.6269989,4024,NA,US,US-NM,Columbus,no,0NM0,,0NM0,,,
7427,0NM7,small_airport,Negrito Airstrip,33.52090073,-108.5429993,8143,NA,US,US-NM,Reserve,no,0NM7,,0NM7,,,
7428,0NV1,heliport,Summerlin Medical Center Heliport,36.1935997,-115.3010025,2745,NA,US,US-NV,Las Vegas,no,0NV1,,0NV1,,,
7429,0NY0,small_airport,Bennetts Airport,43.70009995,-73.98290253,1040,NA,US,US-NY,North Creek,no,0NY0,,0NY0,,,
7430,0NY1,small_airport,Russell Field,43.1391983,-73.65319824,260,NA,US,US-NY,Northumberland,no,0NY1,,0NY1,,,
7431,0NY3,small_airport,Kermizian Airport,43.31399918,-74.93209839,1440,NA,US,US-NY,Ohio,no,0NY3,,0NY3,,,
7432,0NY5,heliport,State Police Troop D Heliport,43.09420013,-75.64959717,507,NA,US,US-NY,Oneida,no,0NY5,,0NY5,,,
7433,0NY6,heliport,New York State Police Heliport,42.92839813,-76.6155014,600,NA,US,US-NY,Auburn,no,0NY6,,0NY6,,,
7434,0NY7,small_airport,Murphys Landing Strip,43.03760147,-74.18430328,940,NA,US,US-NY,Perth,no,0NY7,,0NY7,,,
7435,0NY8,small_airport,Wenskoski Field,42.99729919,-74.24539948,800,NA,US,US-NY,Perth,no,0NY8,,0NY8,,,
7436,0O0,seaplane_base,San Luis Reservoir Seaplane Base,37.05830002,-121.1259995,544,NA,US,US-CA,Los Banos,no,0O0,,0O0,,,
7437,0O4,small_airport,Corning Municipal Airport,39.9435997,-122.1709976,292,NA,US,US-CA,Corning,no,0O4,,0O4,,http://en.wikipedia.org/wiki/Corning_Municipal_Airport_(California),
7438,0O9,small_airport,Ward Field,41.84569931,-123.9850006,356,NA,US,US-CA,Gasquet,no,0O9,,0O9,,,
7439,0OH1,heliport,Cirino Heliport,41.44390106,-81.32759857,1250,NA,US,US-OH,Chagrin Falls,no,0OH1,,0OH1,,,
7440,0OH2,small_airport,Jenkins Field,39.97060013,-83.91159821,1080,NA,US,US-OH,North Hampton,no,0OH2,,0OH2,,,
7441,0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,865,NA,US,US-OH,Forest Park,no,0OH3,,0OH3,,,
7442,0OH6,small_airport,Fry Field,39.6006012,-84.0196991,775,NA,US,US-OH,Spring Valley,no,0OH6,,0OH6,,,
7443,0OH7,small_airport,Apple Airport,40.1432991,-84.17189789,1000,NA,US,US-OH,Piqua,no,0OH7,,0OH7,,,
7444,0OH8,small_airport,Fry Airport,40.18840027,-84.25610352,900,NA,US,US-OH,Piqua,no,0OH8,,0OH8,,,
7445,0OH9,small_airport,Parknavy STOLport,40.07170105,-83.22989655,943,NA,US,US-OH,Plain City,no,0OH9,,0OH9,,,
7446,0OI0,heliport,Foltz Heliport,40.73590088,-81.24680328,1012,NA,US,US-OH,East Canton,no,0OI0,,0OI0,,,
7447,0OI1,heliport,Autolite Heliport,41.17919922,-83.41519928,759,NA,US,US-OH,Fostoria,no,0OI1,,0OI1,,,
7448,0OI2,small_airport,Unger Field,39.35979843,-83.41770172,940,NA,US,US-OH,Greenfield,no,0OI2,,0OI2,,,
7449,0OI3,small_airport,Galloway Airport,41.38209915,-82.7161026,643,NA,US,US-OH,Sandusky,no,0OI3,,0OI3,,,
7450,0OI4,small_airport,Salt Box Airport,41.32426453,-81.15930939,1250,NA,US,US-OH,Hiram,no,0OI4,,0OI4,,,
7451,0OI6,small_airport,Victor's Landing Airport,41.83810043,-80.64369965,860,NA,US,US-OH,Kingsville,no,0OI6,,0OI6,,,
7452,0OI9,small_airport,Hidden Quarry Airport,38.89450073,-83.1135025,830,NA,US,US-OH,Lucasville,no,0OI9,,0OI9,,,
7453,0OK0,small_airport,Edmond Airport,35.6833992,-97.43360138,1169,NA,US,US-OK,Edmond,no,0OK0,,0OK0,,,
7454,0OK1,small_airport,Mckey Airport,34.6570015,-97.40170288,1056,NA,US,US-OK,Elmore City,no,0OK1,,0OK1,,,
7455,0OK2,heliport,Parkview Hospital Heliport,35.52980042,-97.98390198,1349,NA,US,US-OK,El Reno,no,0OK2,,0OK2,,,
7456,0OK3,small_airport,Mckinley Ranch Airport,35.61949921,-98.52259827,1420,NA,US,US-OK,Geary,no,0OK3,,0OK3,,,
7457,0OK4,small_airport,Rock Creek Farm Airport,34.66059875,-96.25360107,730,NA,US,US-OK,Coal Gate,no,0OK4,,0OK4,,,
7458,0OK5,small_airport,Chappell Airport,35.88890076,-97.40029907,1070,NA,US,US-OK,Guthrie,no,0OK5,,0OK5,,,
7459,0OK6,small_airport,Ellis/Harvey Airport,35.80170059,-97.38610077,1220,NA,US,US-OK,Guthrie,no,0OK6,,0OK6,,,
7460,0OK7,heliport,Shattuck Hospital Heliport,36.25,-99.87539673,2200,NA,US,US-OK,Shattuck,no,0OK7,,0OK7,,,
7461,0OK8,small_airport,Cade's Airport,36.29249954,-97.5931015,1140,NA,US,US-OK,Covington,no,0OK8,,0OK8,,,
7462,0OK9,small_airport,Crystal Airport,36.21340179,-96.63700104,1016,NA,US,US-OK,Jennings,no,0OK9,,0OK9,,,
7463,0OR0,heliport,Providence Hospital Heliport,42.33869934,-122.8619995,1350,NA,US,US-OR,Medford,no,0OR0,,0OR0,,http://en.wikipedia.org/wiki/Providence_Hospital_Heliport,
7465,0OR2,heliport,Hendershots Heliport,42.1332016,-123.4509964,1200,NA,US,US-OR,Merlin,no,0OR2,,0OR2,,,
7466,0OR3,small_airport,Long Ranch Airport,42.01900101,-121.7040024,4090,NA,US,US-OR,Merrill,no,0OR3,,0OR3,,,
7467,0OR4,heliport,Round Butte Heliport,44.61650085,-121.2679977,2125,NA,US,US-OR,Metolius,no,0OR4,,0OR4,,,
7468,0OR5,small_airport,East Oregon Cattle Co Airport,42.50350189,-122.8550034,1345,NA,US,US-OR,Eagle Point,no,0OR5,,0OR5,,,
7469,0OR6,small_airport,Rome Service Airport,42.83399963,-117.6289978,3387,NA,US,US-OR,Rome,no,0OR6,,0OR6,,,
7470,0OR7,small_airport,Marr Field,44.85400009,-123.2639999,275,NA,US,US-OR,Monmouth,no,0OR7,,0OR7,,,
7471,0OR8,small_airport,Sutton on Rogue Airport,42.48479843,-122.8659973,1260,NA,US,US-OR,White City,no,0OR8,,0OR8,,,
7472,0OR9,small_airport,Hanel Field,45.59260178,-121.5490036,1626,NA,US,US-OR,Mount Hood,no,0OR9,,0OR9,,,
7473,0P0,heliport,Valley Forge Bicentennial Heliport,40.12120056,-75.40599823,260,NA,US,US-PA,Norristown,no,0P0,,0P0,,,
7474,0P1,small_airport,Van Pak Airport,39.8321991,-99.5687027,2213,NA,US,US-KS,Prairie View,no,0P1,,0P1,,,
7475,0P2,small_airport,Shoestring Aviation Airfield,39.7947998,-76.64720154,1000,NA,US,US-PA,Stewartstown,no,0P2,,0P2,,,
7476,0PA0,small_airport,Philadelphia Gliderport,40.32839966,-75.24130249,670,NA,US,US-PA,Hilltown,no,0PA0,,0PA0,,,
7477,0PA1,heliport,Phoenix Technologies Heliport,40.11819839,-75.40129852,252,NA,US,US-PA,Norristown,no,0PA1,,0PA1,,,
7478,0PA2,small_airport,Haunstein Ultralightport,40.31679916,-77.12470245,600,NA,US,US-PA,Shermans Dale,no,0PA2,,0PA2,,,
7479,0PA3,small_airport,Robbins Farm Airport,41.74950027,-76.7602005,1207,NA,US,US-PA,Troy,no,0PA3,,0PA3,,,
7480,0PA4,small_airport,Ecko Field,40.23759842,-76.72470093,380,NA,US,US-PA,Hummelstown,no,0PA4,,0PA4,,,
7481,0PA5,small_airport,Fisher Airport,41.49449921,-79.8309021,1500,NA,US,US-PA,Franklin,no,0PA5,,0PA5,,,
7482,0PA6,small_airport,Hostetler Airport,40.63090134,-77.85030365,760,NA,US,US-PA,Huntingdon,no,0PA6,,0PA6,,,
7483,0PA7,small_airport,Linvill Airport,39.88479996,-75.41490173,180,NA,US,US-PA,Media,no,0PA7,,0PA7,,,
7484,0PA8,heliport,Community Medical Center Nap Heliport,41.40000153,-75.63529968,508,NA,US,US-PA,Scranton,no,0PA8,,0PA8,,,
7485,0PA9,heliport,Carson Heliport,40.33340073,-75.21630096,415,NA,US,US-PA,Perkasie,no,0PA9,,0PA9,,,
7486,0PN0,small_airport,Fletcher Airport,41.4435997,-80.15390015,1335,NA,US,US-PA,Sheakeyville,no,0PN0,,0PN0,,,
7487,0PN1,seaplane_base,Pete's Water Landing Seaplane Base,40.69940186,-79.61889648,757,NA,US,US-PA,Freeport,no,0PN1,,0PN1,,,
7488,0PN2,small_airport,Flying Acres Airport,41.07310104,-80.07029724,1247,NA,US,US-PA,Slippery Rock,no,0PN2,,0PN2,,,
7489,0PN3,heliport,Wyeth-Ayerst Nr Heliport,40.15869904,-75.46340179,186,NA,US,US-PA,Collegeville,no,0PN3,,0PN3,,,
7490,0PN4,small_airport,Kitner Airport,40.41289902,-77.24140167,960,NA,US,US-PA,New Bloomfield,no,0PN4,,0PN4,,,
7491,0PN5,small_airport,Nichols Airport,41.77920151,-79.5983963,1761,NA,US,US-PA,Spartansburg,no,0PN5,,0PN5,,,
7492,0PN6,small_airport,Memmi Airport,40.16899872,-77.99250031,1138,NA,US,US-PA,Three Springs,no,0PN6,,0PN6,,,
7493,0PN7,small_airport,Drillmore Acres Airport,40.12829971,-77.63140106,680,NA,US,US-PA,Newburg,no,0PN7,,0PN7,,,
7494,0PN8,small_airport,Shriver Airport,41.61669922,-79.68309784,1560,NA,US,US-PA,Titusville,no,0PN8,,0PN8,,,
7495,0PN9,small_airport,Paul Personal Use Airport,41.7195015,-79.67780304,1645,NA,US,US-PA,Titusville,no,0PN9,,0PN9,,,
7496,0PS0,small_airport,Frederick Airpark,41.3708992,-79.34169769,1560,NA,US,US-PA,Tylersburg,no,0PS0,,0PS0,,,
7497,0PS1,heliport,Mc Crory Stores Heliport,39.98149872,-76.67140198,420,NA,US,US-PA,York,no,0PS1,,0PS1,,,
7498,0PS2,heliport,Marian Heliport,40.98949814,-75.751297,1285,NA,US,US-PA,Weatherly,no,0PS2,,0PS2,,,
7499,0PS3,small_airport,Carsonville Airport,40.49039841,-76.76660156,800,NA,US,US-PA,Carsonville,no,0PS3,,0PS3,,,
7500,0PS4,small_airport,Old Orchard Airport,41.00839996,-78.56089783,1980,NA,US,US-PA,Curwensville,no,0PS4,,0PS4,,,
7501,0PS5,heliport,Used Parts Heliport,40.87929916,-75.19270325,660,NA,US,US-PA,East Bangor,no,0PS5,,0PS5,,,
7502,0PS6,heliport,Herbst Heliport,39.94950104,-76.55329895,485,NA,US,US-PA,East Prospect,no,0PS6,,0PS6,,,
7503,0PS7,small_airport,Harman Airport,40.52230072,-76.84549713,720,NA,US,US-PA,Elizabethville,no,0PS7,,0PS7,,,
7504,0PS8,heliport,Bayfront Garage Heliport,42.13259888,-80.0861969,1130,NA,US,US-PA,Erie,no,0PS8,,0PS8,,,
7505,0PS9,heliport,Delaware Valley Medical Center Heliport,40.18289948,-74.86789703,141,NA,US,US-PA,Fairless Hills,no,0PS9,,0PS9,,,
7506,0Q3,small_airport,Sonoma Valley Airport,38.2234993,-122.4499969,10,NA,US,US-CA,Schellville/Sonoma,no,0Q3,,0Q3,,,
7507,0Q4,small_airport,Selma Airport,36.58160019,-119.6579971,305,NA,US,US-CA,Selma,no,0Q4,,0Q4,,,
7508,0Q6,closed,Shingletown Airport,40.52209854,-121.8180008,3880,NA,US,US-CA,Shingletown,no,0Q6,,0Q6,,http://en.wikipedia.org/wiki/Shingletown_Airport,
7509,0Q9,small_airport,Sonoma Skypark Airport,38.25770187,-122.4339981,20,NA,US,US-CA,Sonoma,no,0Q9,,0Q9,,,
7510,0R2,small_airport,Lincoln Municipal Airport,38.40390015,-93.33300018,940,NA,US,US-MO,Lincoln,no,0R2,,0R2,,,
7511,0R7,small_airport,The Red River Airport,31.99069977,-93.30740356,177,NA,US,US-LA,Coushatta,no,0R7,,0R7,,,
7512,0R9,small_airport,Plainville Airpark,39.19449997,-99.30339813,2182,NA,US,US-KS,Plainville,no,0R9,,0R9,,,
7513,0S1,small_airport,Meadow Creek Usfs Airport,47.84579849,-113.4089966,3984,NA,US,US-MT,Meadow Creek,no,0S1,,0S1,,,
7514,0S2,small_airport,Stockton Municipal Airport,39.37720108,-99.29509735,1973,NA,US,US-KS,Stockton,no,0S2,,0S2,,,
7515,0S5,small_airport,Nez Perce Municipal Airport,46.23740005,-116.2429962,3201,NA,US,US-ID,Nez Perce,no,0S5,,0S5,,,
7516,0SD0,small_airport,Lenling Airport,45.42499924,-100.8919983,2142,NA,US,US-SD,Glencross,no,0SD0,,0SD0,,,
7517,0SD1,small_airport,Lodi Airport,42.97219849,-96.98020172,1200,NA,US,US-SD,Wakonda,no,0SD1,,0SD1,,,
7518,0SD2,heliport,Prairie Lakes West Heliport,44.91109848,-97.11949921,1799,NA,US,US-SD,Watertown,no,0SD2,,0SD2,,,
7519,0SD3,small_airport,Bledsoe Ranch Airport,45.26940155,-103.2170029,2872,NA,US,US-SD,Hoover,no,0SD3,,0SD3,,,
7520,0SD4,heliport,Brookview Manor Heliport,44.30810165,-96.76470184,1670,NA,US,US-SD,Brookings,no,0SD4,,0SD4,,,
7521,0SD5,heliport,The Fort Heliport,43.8064003,-103.637001,5800,NA,US,US-SD,Custer,no,0SD5,,0SD5,,,
7522,0SD6,small_airport,Oasis Ranch Airport,44.28889847,-101.8259964,2580,NA,US,US-SD,Philip,no,0SD6,,0SD6,,,
7523,0SD7,small_airport,Porch Ranch Airport,43.5243988,-101.7340012,2775,NA,US,US-SD,Wanblee,no,0SD7,,0SD7,,,
7524,0SD8,small_airport,Juhnke Airport,43.78279877,-100.2929993,1900,NA,US,US-SD,Vivian,no,0SD8,,0SD8,,,
7525,0SD9,heliport,Crazy Horse Heliport,43.82500076,-103.6360016,5900,NA,US,US-SD,Custer,no,0SD9,,0SD9,,,
7526,0T3,small_airport,Twin City Airpark,37.31389999,-89.99729919,421,NA,US,US-MO,Marble Hill,no,0T3,,0T3,,,
7527,0T7,small_airport,Kittyhawk Airport,33.12620163,-96.68360138,700,NA,US,US-TX,Allen,no,0T7,,0T7,,,
7528,0TA0,heliport,Mainland Regional Health Care System Heliport,29.3932991,-94.98519897,16,NA,US,US-TX,Lamarque/Texas City,no,0TA0,,0TA0,,,
7529,0TA1,small_airport,Buddy Harmel Airport,34.2195015,-101.9800034,3552,NA,US,US-TX,Halfway,no,0TA1,,0TA1,,,
7530,0TA2,small_airport,Smith Farms Airport,34.21670151,-101.9250031,3487,NA,US,US-TX,Halfway,no,0TA2,,0TA2,,,
7531,0TA3,small_airport,Tate Ranch Airport,30.30430031,-102.1380005,2650,NA,US,US-TX,Dryden,no,0TA3,,0TA3,,,
7532,0TA4,small_airport,Erco Field,32.4978981,-96.27050018,395,NA,US,US-TX,Kaufman,no,0TA4,,0TA4,,,
7533,0TA5,heliport,Metro Heli-Pad Heliport,29.61470032,-95.35489655,57,NA,US,US-TX,Houston,no,0TA5,,0TA5,,,
7534,0TA6,heliport,Arco Ingleside Shorebase Heliport,27.8477993,-97.22299957,20,NA,US,US-TX,Ingleside,no,0TA6,,0TA6,,,
7535,0TA7,small_airport,Alta Vista Ranch Airport,30.14819908,-103.8929977,4702,NA,US,US-TX,Marfa,no,0TA7,,0TA7,,,
7536,0TA8,small_airport,Womack Plantation Airport,33.84870148,-95.40720367,410,NA,US,US-TX,Paris,no,0TA8,,0TA8,,,
7537,0TA9,heliport,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,29.39109993,-94.76409912,8,NA,US,US-TX,Port Bolivar,no,0TA9,,0TA9,,,
7538,0TE0,small_airport,Robertson Ranch Airport,29.69300079,-101.1620026,1663,NA,US,US-TX,Comstock,no,0TE0,,0TE0,,,
7539,0TE1,heliport,Christus Spohn Hospital Memorial Heliport,27.77980042,-97.41419983,38,NA,US,US-TX,Corpus Christi,no,0TE1,,0TE1,,,
7540,0TE2,heliport,Bell Helicopter Hurst Heliport,32.80009842,-97.16699982,524,NA,US,US-TX,Hurst,no,0TE2,,0TE2,,,
7541,0TE3,small_airport,Buzz Field,33.92919922,-100.8420029,2614,NA,US,US-TX,Roaring Springs,no,0TE3,,0TE3,,,
7542,0TE4,small_airport,Hilltop Lakes Airport,31.08099937,-96.21520233,501,NA,US,US-TX,Hilltop Lakes,no,0TE4,,0TE4,,,
7543,0TE5,small_airport,Santa Maria Ranch Airport,27.43379974,-99.18589783,516,NA,US,US-TX,Laredo,no,0TE5,,0TE5,,,
7544,0TE6,small_airport,Gorman Airport,32.20429993,-98.66560364,1452,NA,US,US-TX,Gorman,no,0TE6,,0TE6,,,
7545,0TE7,small_airport,LBJ Ranch Airport,30.25180054,-98.62249756,1515,NA,US,US-TX,Johnson City,no,0TE7,JCY,0TE7,,,
7546,0TE8,heliport,Texas World Speedway Helistop Nr 1 Heliport,30.54050064,-96.22250366,270,NA,US,US-TX,College Station,no,0TE8,,0TE8,,,
7547,0TE9,heliport,Texas World Speedway Helistop Nr 2 Heliport,30.53960037,-96.22609711,270,NA,US,US-TX,College Station,no,0TE9,,0TE9,,,
7548,0TN0,small_airport,R & S Buzzard Airport,35.67670059,-86.896698,810,NA,US,US-TN,Spring Hill,no,0TN0,,0TN0,,,
7549,0TN1,seaplane_base,Tims Ford Seaplane Base,35.22230148,-86.22000122,785,NA,US,US-TN,Tullahoma,no,0TN1,,0TN1,,,
7550,0TN2,small_airport,Village Airport,35.65589905,-84.1855011,920,NA,US,US-TN,Greenback,no,0TN2,,0TN2,,,
7551,0TN3,heliport,Park West Heliport,35.91759872,-84.10019684,1000,NA,US,US-TN,Knoxville,no,0TN3,,0TN3,,,
7552,0TN4,heliport,St Mary's Medical Center Heliport,35.99169922,-83.92769623,790,NA,US,US-TN,Knoxville,no,0TN4,,0TN4,,,
7553,0TN5,small_airport,Mc Donald Airport,35.86740112,-86.49780273,600,NA,US,US-TN,Murfreesboro,no,0TN5,,0TN5,,,
7554,0TN6,small_airport,Riner Farm Airport,36.1833992,-84.09909821,1125,NA,US,US-TN,Norris,no,0TN6,,0TN6,,,
7555,0TN7,heliport,Horne Properties Heliport,35.92359924,-84.0911026,975,NA,US,US-TN,Knoxville,no,0TN7,,0TN7,,,
7556,0TN8,heliport,Erlanger Medical Center Heliport,35.04919815,-85.29049683,745,NA,US,US-TN,Chattanooga,no,0TN8,,0TN8,,,
7557,0TN9,heliport,East Tennessee Children's Hospital Heliport,35.95619965,-83.9382019,1003,NA,US,US-TN,Knoxville,no,0TN9,,0TN9,,,
7558,0TS0,small_airport,Flower Mound Airport,33.02289963,-97.12249756,625,NA,US,US-TX,Flower Mound,no,0TS0,,0TS0,,,
7559,0TS1,small_airport,Dooley Airport,33.09870148,-97.27249908,650,NA,US,US-TX,Justin,no,0TS1,,0TS1,,,
7560,0TS2,small_airport,Ultralight International Ultralightport,32.94869995,-97.3289032,820,NA,US,US-TX,Haslet,no,0TS2,,0TS2,,,
7561,0TS3,heliport,Houston Heliport,29.81739998,-95.66329956,100,NA,US,US-TX,Houston,no,0TS3,,0TS3,,,
7562,0TS4,small_airport,Ullrich Airport,30.09189987,-96.79499817,410,NA,US,US-TX,Ledbetter,no,0TS4,,0TS4,,,
7563,0TS5,small_airport,Lake Bay Gall Airport,30.44190025,-95.18630219,230,NA,US,US-TX,Cleveland,no,0TS5,,0TS5,,,
7564,0TS6,heliport,Harris County Courthouse Heliport,29.71610069,-95.47689819,105,NA,US,US-TX,Houston,no,0TS6,,0TS6,,,
7565,0TS7,small_airport,Flying U Airport,32.83349991,-98.12529755,978,NA,US,US-TX,Mineral Wells,no,0TS7,,0TS7,,,
7566,0TS8,small_airport,Flying 'K' Ranch Ultralightport,26.15040016,-97.88359833,81,NA,US,US-TX,Mercedes,no,0TS8,,0TS8,,,
7567,0TS9,small_airport,Jim Roach Field,30.01549911,-97.73719788,600,NA,US,US-TX,Niederwald,no,0TS9,,0TS9,,,
4777,0TT8,heliport,Dynasty Heliport,14.96329975,145.6419983,150,OC,MP,MP-U-A,"San Jose, Tinian",no,0TT8,,0TT8,,,
7568,0TX0,small_airport,Nassau Bay Airport,32.41960144,-97.71279907,714,NA,US,US-TX,Granbury,no,0TX0,,0TX0,,,
7569,0TX1,small_airport,Pecan Plantation Airport,32.35400009,-97.67639923,710,NA,US,US-TX,Granbury,no,0TX1,,0TX1,,,
7570,0TX2,heliport,Heliport-Facility 5a Heliport,32.76259995,-97.05860138,546,NA,US,US-TX,Grand Prairie,no,0TX2,,0TX2,,,
7571,0TX3,heliport,Panola General Hospital Heliport,32.16630173,-94.34600067,296,NA,US,US-TX,Carthage,no,0TX3,,0TX3,,,
7572,0TX4,heliport,Aerospatiale Helicopter Corp Heliport,32.71170044,-97.02719879,535,NA,US,US-TX,Grand Prairie,no,0TX4,,0TX4,,,
7573,0TX5,small_airport,Shiloh Airport,33.02399826,-97.11969757,635,NA,US,US-TX,Flower Mound,no,0TX5,,0TX5,,,
